,param_0,param_1,sigma,S,f,ef,r,alpha,NPV_ent,n_firms,Pr_mean,EP,C_mean,C_max,Sigma2,n_entr,n_ext
152,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.03280832186943254,24,0.005518056159148732,0.0011921015671168926,0.23552600226316903,0.28734354223063374,0.2943316943967714,1,0
153,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.03929844059198327,24,0.0031785454616737496,0.0007406339377096036,0.2341330162111024,0.2647239296397859,0.2930458611179407,4,4
154,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.014323522443350698,22,0.005804117220768209,0.0005869003569073019,0.22829068648225004,0.25603833314157387,0.29259979594206253,1,3
155,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.01645455873303082,22,0.0067343227182934335,0.0006718380334289949,0.22856011965168463,0.25603833314157387,0.2928467763473776,1,1
156,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.008062863438548392,23,0.0077628233408205795,0.003188208613301269,0.23873463462830835,0.29314524196008374,0.2996358638580437,1,0
157,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.005568256728283922,21,0.004666410540584075,0.001032683321765709,0.22663230498411585,0.2635531048743036,0.29388166976810576,5,7
158,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.008985085396511354,22,0.008165921835714123,0.0013572014933423728,0.23068357356378025,0.2792346209944349,0.29479327576679853,1,0
159,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.08496001136846576,24,0.006629559619238226,0.001432266569651914,0.23625180023139272,0.29315445516508637,0.29500166175205483,2,0
160,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.0036634007048094615,22,0.005272495062027148,0.0004836932112781203,0.2279613537420717,0.2534192976419198,0.29229790759689905,2,4
161,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.004640263790615565,23,0.0049610423219802365,0.0009729071665784302,0.2322954448628491,0.27143944475325293,0.2937118092738212,4,3
162,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.03892380035474495,23,0.0049976085418749865,0.0008917864447026812,0.2320438112502653,0.2659454863966216,0.2934803063502441,3,3
163,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.018208998883876656,28,0.0030071227835731227,0.0011779626276952442,0.24388423717920724,0.2939811016258669,0.29429195470059344,5,0
164,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.0013492864172707317,24,0.0021607583315592475,0.0010311873025771034,0.23503387834081754,0.2617099592687028,0.29387742616075463,3,7
165,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.000825460785435557,24,0.0043643092718135676,0.0006581133882448964,0.23387420345569412,0.26137119830994304,0.29280695703602533,2,2
166,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.041830828041340085,21,0.006836666432706292,0.0007691727568571068,0.22580707466772304,0.25226761650697394,0.29312819860966016,1,4
167,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.017393303163068505,20,0.009749331940598975,0.0004161323573713422,0.22130913398019167,0.252095387183249,0.29209921270926514,1,2
168,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.042075198385806076,21,0.010033727473328617,0.002361722791084292,0.23060559984547088,0.2963081339561406,0.2975094607284734,1,0
169,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.05743785489227935,21,0.006429622329768075,0.0011020110331826545,0.2268472296884919,0.2524780025916696,0.29407790536775347,4,4
170,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.00867881982758274,21,0.00842497145901605,0.0008658396543446325,0.22611135157367335,0.2524780025916696,0.2934060166542235,1,1
171,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.08444784352636309,20,0.008861750755118752,0.0005019651045523009,0.22158664789305976,0.24492036636546777,0.29235149808459976,2,3
172,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.06289408926272387,19,0.010659200208832228,0.0006728745955627176,0.21841291732100312,0.24492036636546777,0.2928497823380504,1,2
173,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.008700746374251113,19,0.012074425455766735,0.0003206604709597768,0.21727137885804013,0.24323094706204135,0.29181696182394107,1,1
174,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.07850098369841635,19,0.011961766931200195,4.042840392745259e-05,0.21634444106406803,0.24096157332174248,0.29097830381987105,1,1
175,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.0040832687966727114,19,0.01317260249767864,0.0020083693165186423,0.22252626104367546,0.27387813050381293,0.2965713790395159,0,0
176,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.04241947553342891,22,0.009392604725945773,0.0031150647172572387,0.23576508018919376,0.2932145286061583,0.29945132350676096,3,0
177,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.009123719987040696,20,0.006917915879936285,0.0007272317776090761,0.22230785855738802,0.255474411163573,0.29300714414308,3,5
178,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.0026217886400991836,21,0.009543490061167366,0.0014921980375980446,0.2280404658271187,0.2837669022371403,0.29516738184215185,1,0
179,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.06799246630211898,21,0.005717977991908711,0.0009074917216836276,0.22624190290533006,0.255474411163573,0.2935252156961709,5,5
180,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.007253887204503736,20,0.009239341764636788,0.0005643140664394058,0.22178728744835877,0.24533810739499765,0.29253389768032617,1,2
181,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.07067576788102717,20,0.009086364088201836,0.00041363535713763964,0.22130103791217248,0.24533810739499765,0.29209185264742954,2,2
182,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.08230088020890804,20,0.010254771447081038,0.00027043511276795065,0.22083455530374496,0.24533810739499765,0.29166777754885903,1,1
183,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.07680700310433361,19,0.011376003107055528,0.0006142569982007916,0.21822469604325284,0.24096157332174248,0.2926794868962764,1,2
184,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.07218333346921418,19,0.011938114597993873,8.164043960492799e-05,0.21648183287295322,0.24096157332174248,0.2911026106945767,1,1
185,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.008245684400097727,19,0.013548263865758858,0.0014101431643764942,0.22072353440504258,0.2740204740081449,0.2949403406521814,0,0
186,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.01659660060860299,22,0.00915424794831121,0.0011961625082665735,0.23019247503824786,0.29167747727882404,0.2943431021183939,3,0
187,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.006962449618147662,21,0.0071683113565893936,0.0007445026781756365,0.22572912960630692,0.2596415161877876,0.29305703137967154,2,3
188,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.03782764664464717,21,0.00783615444289874,0.0007834973035452421,0.2258522784291198,0.2596415161877876,0.2931694716091964,2,2
189,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.04330134040434948,22,0.008466095631389005,0.0018829970298684003,0.23225540476489906,0.28835435458468134,0.2962341210344908,1,0
190,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.009981704652772837,21,0.007137833467710272,0.0005853901821392168,0.22522352539084636,0.2461151021666233,0.2925953927481641,2,3
191,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.0370028230156116,20,0.006691265264649303,0.0005480777339951226,0.22173511496129236,0.24527188783588744,0.29248646814662943,5,6
192,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.030457543019618817,20,0.01030341755328694,0.000890239026260788,0.22282346707704814,0.2696143686100766,0.29347587916095286,1,1
193,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.004870564798245302,20,0.009247443768294233,0.0005199814700893278,0.22164470612514622,0.24584554145576454,0.29240427829558746,2,2
194,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.030463390532464565,20,0.009467043767010734,0.0005199814700893278,0.22164470612514622,0.24584554145576454,0.29240427829558746,2,2
195,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,0.004887346666408537,20,0.00933412239988561,0.0010290512369721273,0.22325850296626992,0.256271729539583,0.29387136633297267,2,2
196,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.03109845871388975,20,0.008571282535384792,0.0007144019576070075,0.2222670553917065,0.24584554145576454,0.2929700503560968,3,3
197,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.01346391392803829,19,0.010622477931337538,0.0008150326395351612,0.218866542413297,0.24116181284300112,0.2932602050406021,2,3
198,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.04667014675866288,20,0.011609787292552987,0.002759223571364126,0.22839797988874122,0.2834284420615947,0.2985436180806738,1,0
199,0.2,0.3,0.5,32,0.01,0.01,0.01,0.9,-0.06912220242085489,20,0.005367771554510183,0.000666683633540454,0.22211500848231314,0.25210096243595437,0.29283182589301193,8,8
